"creelID","Region","FishingMode","site_method","species","species_group"
"LR_BoatLaunch_20180809_creel_3","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"LR_BoatLaunch_20180809_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"LR_BoatLaunch_20180809_creel_3","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BK_BoatLaunch_20180810_creel_4","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BK_BoatLaunch_20180810_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"BK_BoatLaunch_20180810_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BK_BoatLaunch_20180810_creel_4","Rural","Boat","Rural Boat","rock_bass","Panfish"
"BK_BoatLaunch_20180810_creel_7","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BK_BoatLaunch_20180810_creel_8","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BK_BoatLaunch_20180810_creel_8","Rural","Boat","Rural Boat","bluegill","Panfish"
"BK_BoatLaunch_20180810_creel_8","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BK_BoatLaunch_20180810_creel_8","Rural","Boat","Rural Boat","rock_bass","Panfish"
"AR_BoatLaunch_20180811_creel_13","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AR_BoatLaunch_20180811_creel_13","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AR_BoatLaunch_20180811_creel_13","Rural","Boat","Rural Boat","bluegill","Panfish"
"AR_BoatLaunch_20180811_creel_13","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AR_BoatLaunch_20180811_creel_13","Rural","Boat","Rural Boat","rock_bass","Panfish"
"AR_BoatLaunch_20180811_creel_14","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AR_BoatLaunch_20180811_creel_14","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AR_BoatLaunch_20180811_creel_15","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AR_BoatLaunch_20180811_creel_15","Rural","Boat","Rural Boat","bluegill","Panfish"
"AR_BoatLaunch_20180811_creel_17","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AR_BoatLaunch_20180811_creel_17","Rural","Boat","Rural Boat","bluegill","Panfish"
"AR_BoatLaunch_20180811_creel_17","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AR_BoatLaunch_20180811_creel_17","Rural","Boat","Rural Boat","rock_bass","Panfish"
"OB_BoatLaunch_20180814_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"OB_BoatLaunch_20180814_creel_2","Rural","Boat","Rural Boat","walleye","Gamefish"
"OB_BoatLaunch_20180814_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"OB_BoatLaunch_20180814_creel_2","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"OB_BoatLaunch_20180814_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"OB_BoatLaunch_20180814_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"OB_BoatLaunch_20180814_creel_2","Rural","Boat","Rural Boat","rock_bass","Panfish"
"OB_BoatLaunch_20180814_creel_3","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AQ_BoatLaunch_20190617_creel_4","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190617_creel_4","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AQ_BoatLaunch_20190617_creel_5","Rural","Boat","Rural Boat","walleye","Gamefish"
"AQ_BoatLaunch_20190617_creel_5","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_BoatLaunch_20190617_creel_5","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190617_creel_6","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190617_creel_7","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190617_creel_8","Rural","Boat","Rural Boat","walleye","Gamefish"
"AQ_BoatLaunch_20190617_creel_8","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_BoatLaunch_20190617_creel_9","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190617_creel_9","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190617_creel_9","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AQ_BoatLaunch_20190625_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190625_creel_3","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AQ_BoatLaunch_20190625_creel_4","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190625_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190625_creel_6","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_BoatLaunch_20190625_creel_6","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190625_creel_6","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190625_creel_8","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190625_creel_8","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190625_creel_10","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190625_creel_10","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AQ_BoatLaunch_20190625_creel_13","Rural","Boat","Rural Boat","walleye","Gamefish"
"AQ_BoatLaunch_20190625_creel_13","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_BoatLaunch_20190625_creel_13","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190625_creel_13","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_BoatLaunch_20190707_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190707_creel_2","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AQ_BoatLaunch_20190707_creel_6","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_BoatLaunch_20190707_creel_7","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190707_creel_9","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190707_creel_9","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190708_creel_1","Rural","Boat","Rural Boat","walleye","Gamefish"
"AQ_BoatLaunch_20190708_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"AQ_BoatLaunch_20190708_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_BoatLaunch_20190708_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"AQ_BoatLaunch_20190708_creel_2","Rural","Boat","Rural Boat","walleye","Gamefish"
"AQ_BoatLaunch_20190708_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190708_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_BoatLaunch_20190708_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AQ_BoatLaunch_20190708_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190708_creel_3","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_BoatLaunch_20190708_creel_3","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AQ_BoatLaunch_20190708_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190708_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_BoatLaunch_20190708_creel_4","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AQ_BoatLaunch_20190708_creel_6","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190708_creel_8","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"AQ_BoatLaunch_20190708_creel_8","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_BoatLaunch_20190708_creel_8","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_BoatLaunch_20190708_creel_8","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190530_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BOT_BoatLaunch_20190530_creel_1","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190530_creel_2","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190530_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BOT_BoatLaunch_20190530_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"BOT_BoatLaunch_20190530_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"BOT_BoatLaunch_20190530_creel_3","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190530_creel_5","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190530_creel_6","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190530_creel_8","Rural","Boat","Rural Boat","bluegill","Panfish"
"BOT_BoatLaunch_20190530_creel_8","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190530_creel_9","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BOT_BoatLaunch_20190530_creel_9","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190615_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190615_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"BOT_BoatLaunch_20190615_creel_2","Rural","Boat","Rural Boat","walleye","Gamefish"
"BOT_BoatLaunch_20190615_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190615_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BOT_BoatLaunch_20190615_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190615_creel_3","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190615_creel_3","Rural","Boat","Rural Boat","panfish","Panfish"
"BOT_BoatLaunch_20190615_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"BOT_BoatLaunch_20190615_creel_3","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BOT_BoatLaunch_20190615_creel_4","Rural","Boat","Rural Boat","walleye","Gamefish"
"BOT_BoatLaunch_20190615_creel_4","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190615_creel_5","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190615_creel_6","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190615_creel_7","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190615_creel_7","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BOT_BoatLaunch_20190615_creel_7","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190615_creel_9","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190615_creel_9","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BOT_BoatLaunch_20190624_creel_1","Rural","Boat","Rural Boat","walleye","Gamefish"
"BOT_BoatLaunch_20190624_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190624_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190721_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BOT_BoatLaunch_20190721_creel_3","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190721_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"BOT_BoatLaunch_20190721_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BOT_BoatLaunch_20190721_creel_5","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BOT_BoatLaunch_20190721_creel_5","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BY_BoatLaunch_20190711_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BY_BoatLaunch_20190711_creel_1","Rural","Boat","Rural Boat","panfish","Panfish"
"DS_BoatLaunch_20190613_creel_1","Rural","Boat","Rural Boat","walleye","Gamefish"
"DS_BoatLaunch_20190613_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"DS_BoatLaunch_20190613_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"DS_BoatLaunch_20190613_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"DS_BoatLaunch_20190613_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"DS_BoatLaunch_20190613_creel_1","Rural","Boat","Rural Boat","black_crappie","Panfish"
"DS_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","walleye","Gamefish"
"DS_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"DS_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"DS_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"DS_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"DS_BoatLaunch_20190616_creel_6","Rural","Boat","Rural Boat","walleye","Gamefish"
"DS_BoatLaunch_20190616_creel_6","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"DS_BoatLaunch_20190616_creel_6","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"DS_BoatLaunch_20190627_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"DS_BoatLaunch_20190627_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"DS_BoatLaunch_20190627_creel_1","Rural","Boat","Rural Boat","rock_bass","Panfish"
"DS_BoatLaunch_20190627_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"DS_BoatLaunch_20190627_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"DS_BoatLaunch_20190627_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"DS_BoatLaunch_20190720_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"BY_BoatLaunch_20190703_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BY_BoatLaunch_20190703_creel_3","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BY_BoatLaunch_20190703_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"BY_BoatLaunch_20190703_creel_3","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BY_BoatLaunch_20190703_creel_4","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BY_BoatLaunch_20190703_creel_4","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BY_BoatLaunch_20190703_creel_5","Rural","Shore",NA,"largemouth_bass","Gamefish"
"BY_BoatLaunch_20190703_creel_5","Rural","Shore",NA,"panfish","Panfish"
"ER_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"ER_BoatLaunch_20190616_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"ER_BoatLaunch_20190616_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"ER_BoatLaunch_20190616_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"ER_BoatLaunch_20190616_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"ER_BoatLaunch_20190616_creel_5","Rural","Boat","Rural Boat","walleye","Gamefish"
"ER_BoatLaunch_20190616_creel_5","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"ER_BoatLaunch_20190730_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"ER_BoatLaunch_20190730_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"ER_BoatLaunch_20190730_creel_1","Rural","Boat","Rural Boat","pumpkinseed","Panfish"
"ER_BoatLaunch_20190730_creel_2","Rural","Boat","Rural Boat","panfish","Panfish"
"ER_BoatLaunch_20190730_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"ER_BoatLaunch_20190801_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"ER_BoatLaunch_20190801_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"ER_BoatLaunch_20190801_creel_1","Rural","Boat","Rural Boat","pumpkinseed","Panfish"
"ER_BoatLaunch_20190801_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190709_creel_1","Rural","Boat","Rural Boat","walleye","Gamefish"
"FD_BoatLaunch_20190709_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190709_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"FD_BoatLaunch_20190709_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"FD_BoatLaunch_20190709_creel_2","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"FD_BoatLaunch_20190709_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"FD_BoatLaunch_20190709_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190709_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"FD_BoatLaunch_20190709_creel_5","Rural","Boat","Rural Boat","walleye","Gamefish"
"FD_BoatLaunch_20190709_creel_5","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190709_creel_5","Rural","Boat","Rural Boat","black_crappie","Panfish"
"FD_BoatLaunch_20190720_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190720_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"FD_BoatLaunch_20190720_creel_1","Rural","Boat","Rural Boat","black_crappie","Panfish"
"FD_BoatLaunch_20190720_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"FD_BoatLaunch_20190720_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190720_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"FD_BoatLaunch_20190720_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"FD_BoatLaunch_20190720_creel_5","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"FD_BoatLaunch_20190727_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"FD_BoatLaunch_20190727_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"FD_BoatLaunch_20190727_creel_3","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"FD_BoatLaunch_20190727_creel_4","Rural","Shore",NA,"panfish","Panfish"
"FD_BoatLaunch_20190728_creel_3","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190728_creel_3","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"FD_BoatLaunch_20190728_creel_3","Rural","Boat","Rural Boat","rock_bass","Panfish"
"FD_BoatLaunch_20190728_creel_6","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"FD_BoatLaunch_20190728_creel_7","Rural","Boat","Rural Boat","black_crappie","Panfish"
"FD_BoatLaunch_20190728_creel_8","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"FD_BoatLaunch_20190728_creel_8","Rural","Boat","Rural Boat","bluegill","Panfish"
"ID_BoatLaunch_20190729_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"ID_BoatLaunch_20190729_creel_2","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"ID_BoatLaunch_20190729_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"IV_BoatLaunch_20190701_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"IV_BoatLaunch_20190701_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"IV_BoatLaunch_20190701_creel_1","Rural","Boat","Rural Boat","black_crappie","Panfish"
"IV_BoatLaunch_20190701_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"IV_BoatLaunch_20190701_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"IV_BoatLaunch_20190701_creel_4","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"IV_BoatLaunch_20190701_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"IV_BoatLaunch_20190701_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"IV_BoatLaunch_20190715_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"IV_BoatLaunch_20190715_creel_2","Rural","Shore",NA,"walleye","Gamefish"
"IV_BoatLaunch_20190715_creel_2","Rural","Shore",NA,"largemouth_bass","Gamefish"
"IV_BoatLaunch_20190715_creel_2","Rural","Shore",NA,"bluegill","Panfish"
"IV_BoatLaunch_20190715_creel_2","Rural","Shore",NA,"yellow_perch","Panfish"
"IV_BoatLaunch_20190727_creel_1","Rural","Boat","Rural Boat","panfish","Panfish"
"IV_BoatLaunch_20190727_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"IV_BoatLaunch_20190727_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"IV_BoatLaunch_20190727_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"IV_BoatLaunch_20190727_creel_5","Rural","Boat","Rural Boat","panfish","Panfish"
"IV_BoatLaunch_20190727_creel_6","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"IV_BoatLaunch_20190801_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"IV_BoatLaunch_20190801_creel_1","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"JS_BoatLaunch_20190701_creel_6","Rural","Shore",NA,"black_crappie","Panfish"
"LE_BoatLaunch_20190603_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"LE_BoatLaunch_20190603_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"LT_BoatLaunch_20190623_creel_2","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"LT_BoatLaunch_20190623_creel_6","Rural","Boat","Rural Boat","bluegill","Panfish"
"LT_BoatLaunch_20190623_creel_6","Rural","Boat","Rural Boat","rock_bass","Panfish"
"LT_BoatLaunch_20190623_creel_7","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"LT_BoatLaunch_20190702_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"LT_BoatLaunch_20190702_creel_3","Rural","Boat","Rural Boat","walleye","Gamefish"
"LT_BoatLaunch_20190702_creel_3","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"LT_BoatLaunch_20190702_creel_3","Rural","Boat","Rural Boat","bluegill","Panfish"
"LT_BoatLaunch_20190702_creel_3","Rural","Boat","Rural Boat","pumpkinseed","Panfish"
"LT_BoatLaunch_20190702_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"LT_BoatLaunch_20190702_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
